MAE,MSE,RMSE,MAPE,R2,Fraction
0.8619185090065002,2.262430429458618,1.5041377694408908,1.607088,0.996260404586792,25%
0.8158785700798035,2.13488507270813,1.4611245917813203,1.4965609,0.9963707327842712,50%
1.0882409811019897,2.9384148120880127,1.7141805074402208,1.9831362,0.9951607584953308,75%
3.0278446674346924,12.660999298095703,3.5582297983822944,4.9390745,0.9759774208068848,100%
