MAE,MSE,RMSE,MAPE,R2,Fraction
2.1289992332458496,7.512703895568848,2.7409312095652543,4.9482937,0.987009584903717,25%
1.354350209236145,4.026969909667969,2.0067311503208316,2.67047,0.993608832359314,50%
1.5392074584960938,4.480935573577881,2.116822045798343,2.9766002,0.9924477934837341,75%
1.6583181619644165,5.398488521575928,2.323464766588021,3.0065813,0.9909590482711792,100%
